19	9	15																
113.824	0.042556	0.032735	1E+50	0.1736	0.1389	0.85	33											
103700.1618	379446.5138	31554.25384	174094.1992	6960.08134	43446.92918	126775.5884	33252.76764	16751.6395	42275.40274	66643.20622	56054.85825	248511.7675	115812.7947	12542.16618	80251.76251	22237.64767	57011.00117	34022.43414
4745	5584865	282801270	4745	5584865	282801270	4745	5584865	282801270	4745	5584865	282801270	4745	5584865	282801270				
58.439797	8.520142	5.42819	65.00960917	9.722417477	4.485481847	76.58095695	12.24706176	8.203452418	175.1431795	25.53471829	16.26815995	39.00687902	5.866596556	3.169244456				
1.920342885	0.587962139	0.52834	0.833146864	0.256161905	0.187001069	1.890075206	0.578694914	0.520012516	4.200004457	1.064217801	0.687199836	9.053701867	1.07505573	0.441265196				
0.132086026	0.045701765	0.413957606	0.132086026	0.045701765	0.413957606	0.832141966	0.924602184	0.924602184	0.832141966	0.924602184	0.924602184	0.132086026	0.045701765	0.396258079				
3.3	0.39	1.08	1.75	1.33	1.25	3.83	2.91	2.84	3.286	2.866	2.786	32.9072	33.2144	33.5216				
13.68325454	17.15064222	3.041000131	12.52459389	7.020541651	2.965409425	7.60177629	9.009590291	9.091476503										
14.18380444	14.61664209	6.15176099	5.600156976	9.674010762	6.585685329	1.523747457	2.047951455	2.67122474										
7.170961609	5.923316471	13.03456665	8.768418462	7.707838255	9.027821701	7.243460316	8.317052457	10.61805214										
2.798131473	4.524172684	15.64619372	13.47339596	7.325121873	10.58817881	11.32279647	12.68853265	14.89766413										
7.102089845	2.027317773	20.52928263	15.62572181	12.77092625	15.79160307	15.06746977	16.0007447	18.32952267										
3.843468667	8.87854582	19.53196787	19.55727148	9.842639157	14.07124763	16.81426079	18.38066007	20.44383404										
10.45999476	7.61573296	13.3609792	6.007181981	10.37579326	10.54807521	6.402103099	6.743505558	9.035753058										
8.921002277	12.78347001	7.335979946	11.94100974	2.457699417	1.873425306	7.187143055	9.013830702	10.22854804										
3.248567764	5.321215977	19.07628306	17.0964816	9.982732424	13.7997973	15.10273894	16.46485501	18.67967754										
3.069497324	9.447175008	13.97287542	15.72904163	4.247703154	8.506194921	12.11236567	13.84430685	15.67375571										
14.12654854	7.737188796	25.8333864	18.055614	19.33325614	21.74356708	19.31683993	19.67784961	21.92107399										
4.87501993	9.630257742	11.34313651	13.22491891	2.051101039	5.914801456	9.340060262	11.10624282	12.86663609										
9.111558513	10.24299261	8.601785944	7.790543445	5.666827459	5.014337882	3.906121123	5.594148278	7.527201582										
17.68782386	20.93839983	2.587386836	14.23352085	10.99510366	6.950826279	9.861515297	10.73393523	9.912567074										
5.286520355	4.093053437	20.43741432	17.15459833	11.77211987	15.33098334	15.79972835	16.98513921	19.27181326										
16.5266622	18.5090599	1.810229956	10.18343015	10.47743485	6.238368697	6.188385007	6.753857853	5.789926844										
6.75405013	7.143607763	22.75874902	20.23631217	13.54882778	17.46005311	18.63875833	19.91533327	22.17234523										
7.093541227	2.660617446	16.49285036	10.99934155	10.24317587	12.29330129	10.51384651	11.34720173	13.67825226										
19.30786333	20.2100047	5.440538168	9.277530364	13.79042448	9.721629412	7.104675844	6.635746658	4.591133457										
